alert_id,timestamp,priority,status,category,driver_id,driver_name,driver_initials,driver_company,alert_type,zone,sla_met,sla_target_hours,resolution_hours,assigned_team,operator_id,operator_name,operator_initials,operator_role
ALT006237,2026-05-24T10:27:02,low,closed,Limousine & E-Hail,DRV12088,Karim Al Hammadi,KH,Careem,Mobile Phone Usage,Downtown Dubai,yes,24,18.7,Traffic Operations B,OP007,Hassan Al Tayer,HT,Operator
ALT003791,2026-05-24T10:27:00,low,new,Taxi,DRV11691,Ayman Al Mansouri,AM,Metro Taxi,Mobile Phone Usage,Silicon Oasis,yes,24,0.8,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT001616,2026-05-24T10:26:57,low,closed,Hourly Rental,DRV11146,Ayman Al Shamsi,AS,Hala Rides,Unauthorized Stop,Jebel Ali,yes,24,13.2,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT007625,2026-05-24T10:26:27,medium,closed,Taxi,DRV12434,Faisal Al Hashimi,FH,Citi Taxi,Failure to Yield,Dubai Marina,yes,12,8.1,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT007671,2026-05-24T10:26:12,low,escalated,Taxi,DRV11756,Walid Al Suwaidi,WS,Arabia Taxi,Reckless Lane Change,Al Barsha,no,24,43.4,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT004645,2026-05-24T10:25:04,high,closed,Public Bus,DRV11519,Ziad Al Hammadi,ZH,RTA Public Buses,Reckless Lane Change,Al Qusais,yes,4,1.8,Marine Patrol,OP011,Sultan Al Awadhi,SA,Operator
ALT001281,2026-05-24T10:22:46,medium,fined,Taxi,DRV11912,Tariq Al Nuaimi,TN,National Taxi,Unsafe Distance,JBR,yes,12,5.5,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT003476,2026-05-24T10:22:29,low,closed,School Bus,DRV11481,Ziad Al Zaabi,ZZ,School Transport Services,Unauthorized Pickup,Downtown Dubai,no,24,46.2,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT007643,2026-05-24T10:22:22,medium,fined,Marine,DRV11460,Adel Al Mazrouei,AM,Dubai Marine Transport,Route Deviation,JBR,no,12,17.1,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT005644,2026-05-24T10:21:15,medium,closed,Marine,DRV11591,Ibrahim Al Owais,IO,Dubai Marine Transport,Failure to Yield,Jebel Ali,yes,12,2.2,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT005506,2026-05-24T10:21:12,low,closed,Taxi,DRV10849,Bilal Al Owais,BO,Cars Taxi,Reckless Lane Change,Al Quoz,yes,24,12.6,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT000936,2026-05-24T10:20:49,medium,in_progress,Taxi,DRV12373,Ibrahim Al Falasi,IF,National Taxi,Failure to Yield,Al Quoz,yes,12,6.6,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT002250,2026-05-24T10:20:42,high,new,Taxi,DRV11838,Hamad Al Maktoum,HM,Arabia Taxi,Tampered Meter,Downtown Dubai,yes,4,3.0,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT005224,2026-05-24T10:20:11,low,closed,Public Bus,DRV11989,Sultan Al Falasi,SF,RTA Public Buses,Red Light Violation,Downtown Dubai,no,24,47.9,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT007962,2026-05-24T10:19:54,high,escalated,Public Bus,DRV11343,Ziad Al Qassimi,ZQ,RTA Public Buses,Failure to Yield,Downtown Dubai,no,4,17.5,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT001058,2026-05-24T10:19:47,high,closed,Limousine & E-Hail,DRV10656,Bilal Al Mansouri,BM,Uber Fleet,Reckless Lane Change,Al Rashidiya,yes,4,4.0,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT004481,2026-05-24T10:17:45,medium,closed,Taxi,DRV11130,Salim Al Nuaimi,SN,Metro Taxi,Red Light Violation,Jumeirah,yes,12,11.3,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT007144,2026-05-24T10:17:33,low,closed,Taxi,DRV11149,Rashid Al Awadhi,RA,National Taxi,Tampered Meter,Downtown Dubai,no,24,62.2,Traffic Operations B,OP007,Hassan Al Tayer,HT,Operator
ALT007035,2026-05-24T10:17:02,low,closed,School Bus,DRV10919,Tariq Al Marri,TM,Emirates Transport,Red Light Violation,Business Bay,yes,24,8.9,Marine Patrol,OP012,Bilal Al Owais,BO,Junior Operator
ALT008411,2026-05-24T10:16:18,low,closed,Taxi,DRV11062,Tariq Al Shamsi,TS,Dubai Taxi Corporation,Excessive Idling,Downtown Dubai,yes,24,7.1,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT000946,2026-05-24T10:15:50,low,new,Taxi,DRV10667,Yousef Al Hammadi,YH,Metro Taxi,Speeding (>20 km/h over),Business Bay,yes,24,3.3,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT000811,2026-05-24T10:15:28,high,new,Hourly Rental,DRV11544,Ibrahim Al Suwaidi,IS,Al Naboodah Transport,Red Light Violation,Downtown Dubai,yes,4,2.8,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT002781,2026-05-24T10:14:34,medium,in_progress,Public Bus,DRV11512,Saeed Al Hashimi,SH,RTA Public Buses,Reckless Lane Change,Al Rashidiya,yes,12,9.1,Traffic Operations A,OP004,Mariam Khan,MK,Junior Operator
ALT003358,2026-05-24T10:14:32,low,new,Taxi,DRV11174,Walid Al Naqbi,WN,Arabia Taxi,Speeding (>20 km/h over),Deira,yes,24,1.5,Marine Patrol,OP011,Sultan Al Awadhi,SA,Operator
ALT005266,2026-05-24T10:14:15,medium,closed,Public Bus,DRV10815,Rashid Al Naqbi,RN,RTA Public Buses,Mobile Phone Usage,Mirdif,no,12,13.7,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT005033,2026-05-24T10:13:50,low,in_progress,Public Bus,DRV11528,Marwan Al Qassimi,MQ,Emirates Transport,Unsafe Distance,Downtown Dubai,yes,24,4.3,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT004940,2026-05-24T10:13:40,high,escalated,Taxi,DRV10638,Hassan Al Owais,HO,Cars Taxi,Unauthorized Pickup,Mirdif,no,4,67.1,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT006434,2026-05-24T10:13:38,low,in_progress,Taxi,DRV10439,Marwan Al Naqbi,MN,Dubai Taxi Corporation,Speeding (>20 km/h over),Jumeirah,yes,24,6.2,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT002035,2026-05-24T10:12:46,high,closed,Taxi,DRV11934,Marwan Al Awadhi,MA,Arabia Taxi,Unauthorized Stop,Al Barsha,yes,4,1.6,Field Response Team,OP023,Ziad Al Falasi,ZF,Operator
ALT002063,2026-05-24T10:12:06,medium,escalated,Limousine & E-Hail,DRV12487,Sultan Al Hashimi,SH,Careem,Lane Discipline,Al Quoz,no,12,69.0,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT005952,2026-05-24T10:10:28,low,closed,Taxi,DRV11712,Khalid Al Mansouri,KM,Cars Taxi,Lane Discipline,Al Quoz,yes,24,18.7,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT004197,2026-05-24T10:10:02,low,closed,Limousine & E-Hail,DRV11226,Khalid Al Zaabi,KZ,Yango Premium,Unauthorized Stop,Al Qusais,no,24,30.4,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT005521,2026-05-24T10:09:28,low,closed,Taxi,DRV11840,Karim Al Tayer,KT,Dubai Taxi Corporation,Reckless Lane Change,Jebel Ali,yes,24,19.6,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT008163,2026-05-24T10:09:11,high,closed,Limousine & E-Hail,DRV12417,Walid Al Maktoum,WM,Uber Fleet,Reckless Lane Change,Al Quoz,yes,4,3.0,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT001092,2026-05-24T10:09:10,medium,fined,Taxi,DRV10750,Hassan Al Shamsi,HS,National Taxi,Unauthorized Pickup,Al Barsha,no,12,72.2,Field Response Team,OP023,Ziad Al Falasi,ZF,Operator
ALT001481,2026-05-24T10:09:06,low,closed,Limousine & E-Hail,DRV10820,Ahmed Al Naqbi,AN,Careem,Reckless Lane Change,Silicon Oasis,yes,24,20.6,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT007720,2026-05-24T10:07:01,medium,fined,Marine,DRV11659,Faisal Al Falasi,FF,Dubai Marine Transport,Red Light Violation,Al Qusais,no,12,20.4,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT005084,2026-05-24T10:06:35,low,closed,Taxi,DRV10806,Tariq Al Tayer,TT,Citi Taxi,Route Deviation,Jebel Ali,yes,24,21.0,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT000877,2026-05-24T10:06:10,low,new,School Bus,DRV10764,Ayman Al Suwaidi,AS,Emirates Transport,Lane Discipline,Dubai Marina,yes,24,3.8,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT002753,2026-05-24T10:05:42,medium,in_progress,Marine,DRV11581,Yousef Al Mansouri,YM,Dubai Marine Transport,Red Light Violation,Mirdif,yes,12,1.2,Traffic Operations B,OP007,Hassan Al Tayer,HT,Operator
ALT008137,2026-05-24T10:05:23,low,closed,Taxi,DRV10168,Sultan Al Hammadi,SH,Arabia Taxi,Red Light Violation,JBR,no,24,43.9,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT000824,2026-05-24T10:04:05,low,new,Taxi,DRV11762,Tariq Al Naqbi,TN,Metro Taxi,Tampered Meter,Downtown Dubai,yes,24,3.3,Marine Patrol,OP012,Bilal Al Owais,BO,Junior Operator
ALT001896,2026-05-24T10:03:50,low,closed,Hourly Rental,DRV11034,Bilal Al Maktoum,BM,Hala Rides,Speeding (>20 km/h over),Downtown Dubai,no,24,65.6,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT003119,2026-05-24T10:03:25,low,closed,Taxi,DRV10683,Ziad Al Marri,ZM,Citi Taxi,Lane Discipline,Dubai Sports City,yes,24,14.8,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT003692,2026-05-24T10:03:09,low,new,Taxi,DRV10252,Mohammed Al Maktoum,MM,Dubai Taxi Corporation,Unauthorized Stop,Silicon Oasis,yes,24,2.6,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT006527,2026-05-24T10:03:07,low,closed,Limousine & E-Hail,DRV11986,Yousef Al Hammadi,YH,Hala Rides,Unsafe Distance,Al Rashidiya,no,24,39.0,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT007251,2026-05-24T10:01:55,high,new,Taxi,DRV10927,Rashid Al Suwaidi,RS,Metro Taxi,Unauthorized Pickup,Al Quoz,yes,4,2.5,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT003452,2026-05-24T10:01:42,low,closed,Marine,DRV12003,Ayman Al Naqbi,AN,Dubai Marine Transport,Red Light Violation,Al Rashidiya,no,24,42.3,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT008275,2026-05-24T10:01:32,low,closed,Taxi,DRV12184,Karim Al Suwaidi,KS,National Taxi,Unsafe Distance,Al Qusais,no,24,45.0,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT007121,2026-05-24T10:01:26,low,closed,Taxi,DRV11365,Karim Al Owais,KO,Arabia Taxi,Unauthorized Stop,Al Barsha,yes,24,14.0,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT006614,2026-05-24T10:01:11,high,new,Limousine & E-Hail,DRV10961,Saeed Al Shamsi,SS,Yango Premium,Unauthorized Stop,Deira,yes,4,0.6,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT002949,2026-05-24T10:00:46,medium,closed,Hourly Rental,DRV11254,Hamad Al Zaabi,HZ,Hala Rides,Reckless Lane Change,Jebel Ali,yes,12,6.9,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT003078,2026-05-24T10:00:37,low,closed,Public Bus,DRV11477,Tariq Al Tayer,TT,Emirates Transport,Speeding (>20 km/h over),Al Rashidiya,no,24,27.9,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT003779,2026-05-24T09:59:28,medium,escalated,Limousine & E-Hail,DRV12383,Nasser Al Awadhi,NA,Careem,Tampered Meter,Al Barsha,no,12,76.9,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT000064,2026-05-24T09:59:03,low,closed,Public Bus,DRV12191,Yousef Al Tayer,YT,RTA Public Buses,Unsafe Distance,Downtown Dubai,no,24,106.8,Traffic Operations A,OP004,Mariam Khan,MK,Junior Operator
ALT006921,2026-05-24T09:58:34,high,closed,Taxi,DRV10126,Omar Al Hammadi,OH,Arabia Taxi,Tampered Meter,Jumeirah,yes,4,1.0,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT003303,2026-05-24T09:57:59,medium,closed,Taxi,DRV10760,Omar Al Owais,OO,National Taxi,Unauthorized Pickup,JBR,no,12,14.5,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT003004,2026-05-24T09:56:44,low,fined,Limousine & E-Hail,DRV10208,Walid Al Tayer,WT,Uber Fleet,Lane Discipline,Mirdif,yes,24,3.3,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT007600,2026-05-24T09:56:44,medium,closed,School Bus,DRV10958,Rashid Al Zaabi,RZ,Emirates Transport,Tampered Meter,Jebel Ali,yes,12,1.7,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT000242,2026-05-24T09:56:26,low,closed,Hourly Rental,DRV10128,Nasser Al Naqbi,NN,Careem,Tampered Meter,Al Quoz,no,24,26.0,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT002438,2026-05-24T09:55:46,medium,closed,Taxi,DRV10398,Walid Al Falasi,WF,Cars Taxi,Route Deviation,JBR,yes,12,4.7,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT006680,2026-05-24T09:55:40,low,in_progress,Hourly Rental,DRV10736,Yousef Al Qassimi,YQ,Careem,Failure to Yield,Al Rashidiya,yes,24,2.9,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT003780,2026-05-24T09:55:21,medium,closed,School Bus,DRV11546,Bilal Al Falasi,BF,School Transport Services,Mobile Phone Usage,Mirdif,yes,12,9.1,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT007909,2026-05-24T09:54:00,low,new,Hourly Rental,DRV10465,Mansour Al Maktoum,MM,Careem,Reckless Lane Change,Mirdif,yes,24,1.4,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT002657,2026-05-24T09:52:22,low,new,Limousine & E-Hail,DRV10948,Tariq Al Awadhi,TA,Genie Limousine,Tampered Meter,JBR,yes,24,0.0,Marine Patrol,OP012,Bilal Al Owais,BO,Junior Operator
ALT002864,2026-05-24T09:51:56,medium,closed,Taxi,DRV12041,Mohammed Al Hammadi,MH,Dubai Taxi Corporation,Failure to Yield,Al Qusais,no,12,20.6,Smart Enforcement,OP020,Ayman Al Maktoum,AM,Junior Operator
ALT007466,2026-05-24T09:51:12,low,closed,Taxi,DRV11690,Faisal Al Suwaidi,FS,Cars Taxi,Failure to Yield,Jumeirah,no,24,31.9,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT005523,2026-05-24T09:50:58,medium,closed,Limousine & E-Hail,DRV10150,Bilal Al Qassimi,BQ,Genie Limousine,Unsafe Distance,Dubai Investment Park,yes,12,9.4,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT008436,2026-05-24T09:50:35,medium,closed,Public Bus,DRV10290,Faisal Al Hammadi,FH,RTA Public Buses,Tampered Meter,Al Rashidiya,yes,12,10.0,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT006292,2026-05-24T09:50:18,low,fined,Hourly Rental,DRV10155,Hassan Al Falasi,HF,Al Naboodah Transport,Reckless Lane Change,Jumeirah,no,24,34.1,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT007953,2026-05-24T09:50:06,medium,closed,Taxi,DRV10000,Ayman Al Falasi,AF,National Taxi,Unauthorized Pickup,Mirdif,yes,12,6.8,Field Response Team,OP024,Karim Al Tayer,KT,Junior Operator
ALT006887,2026-05-24T09:49:54,medium,closed,Public Bus,DRV10946,Walid Al Shamsi,WS,Emirates Transport,Lane Discipline,Jumeirah,no,12,13.7,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT005187,2026-05-24T09:49:07,medium,closed,Public Bus,DRV11429,Marwan Al Maktoum,MM,Emirates Transport,Mobile Phone Usage,Business Bay,no,12,14.2,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT000533,2026-05-24T09:48:32,medium,closed,Taxi,DRV10125,Hamad Al Hammadi,HH,Cars Taxi,Tampered Meter,Deira,no,12,17.2,Public Transit Unit,OP016,Mansour Al Zaabi,MZ,Junior Operator
ALT003698,2026-05-24T09:48:25,low,fined,Taxi,DRV11334,Ahmed Al Marri,AM,Metro Taxi,Red Light Violation,Business Bay,yes,24,11.3,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT007235,2026-05-24T09:48:17,low,closed,Hourly Rental,DRV11984,Nasser Al Mazrouei,NM,Hala Rides,Route Deviation,Silicon Oasis,yes,24,23.2,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT002671,2026-05-24T09:47:38,low,escalated,Taxi,DRV10661,Saeed Al Mansouri,SM,National Taxi,Mobile Phone Usage,Al Barsha,no,24,78.6,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT005575,2026-05-24T09:46:34,medium,closed,Marine,DRV11307,Ziad Al Nuaimi,ZN,Dubai Marine Transport,Route Deviation,JBR,no,12,14.6,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT005608,2026-05-24T09:46:26,medium,in_progress,Taxi,DRV12243,Salim Al Hashimi,SH,Citi Taxi,Unauthorized Stop,Downtown Dubai,yes,12,11.8,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT001046,2026-05-24T09:46:03,low,closed,Taxi,DRV10057,Saeed Al Naqbi,SN,Arabia Taxi,Reckless Lane Change,Al Qusais,yes,24,11.7,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT006575,2026-05-24T09:45:32,medium,closed,Taxi,DRV10193,Ziad Al Maktoum,ZM,Citi Taxi,Lane Discipline,Al Rashidiya,no,12,19.7,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT004288,2026-05-24T09:45:05,low,closed,Limousine & E-Hail,DRV11344,Salim Al Naqbi,SN,Yango Premium,Failure to Yield,Downtown Dubai,yes,24,11.2,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT007503,2026-05-24T09:44:52,high,new,School Bus,DRV10043,Mansour Al Nuaimi,MN,School Transport Services,Speeding (>20 km/h over),Downtown Dubai,yes,4,2.7,Smart Enforcement,OP020,Ayman Al Maktoum,AM,Junior Operator
ALT003185,2026-05-24T09:44:40,low,fined,Taxi,DRV10685,Yousef Al Naqbi,YN,Dubai Taxi Corporation,Speeding (>20 km/h over),Al Barsha,no,24,31.9,Traffic Operations B,OP007,Hassan Al Tayer,HT,Operator
ALT001386,2026-05-24T09:44:08,low,new,Taxi,DRV11717,Nasser Al Hashimi,NH,Dubai Taxi Corporation,Failure to Yield,Business Bay,yes,24,0.4,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT003696,2026-05-24T09:43:31,low,new,Limousine & E-Hail,DRV12322,Hamad Al Naqbi,HN,Uber Fleet,Unsafe Distance,Deira,yes,24,2.2,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT002463,2026-05-24T09:43:26,medium,new,Limousine & E-Hail,DRV10755,Khalid Al Suwaidi,KS,Yango Premium,Lane Discipline,Silicon Oasis,yes,12,2.9,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT005149,2026-05-24T09:43:18,low,closed,Taxi,DRV10647,Fadi Al Qassimi,FQ,Arabia Taxi,Red Light Violation,Jumeirah,yes,24,4.9,Marine Patrol,OP011,Sultan Al Awadhi,SA,Operator
ALT006338,2026-05-24T09:43:13,low,closed,Limousine & E-Hail,DRV10656,Bilal Al Mansouri,BM,Uber Fleet,Failure to Yield,Dubai Sports City,no,24,33.4,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT008159,2026-05-24T09:41:22,medium,new,Taxi,DRV12273,Rashid Al Mazrouei,RM,Metro Taxi,Tampered Meter,Jumeirah,yes,12,2.8,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT007099,2026-05-24T09:41:01,low,closed,School Bus,DRV11707,Yousef Al Marri,YM,Emirates Transport,Unauthorized Pickup,Dubai Sports City,no,24,33.5,Traffic Operations B,OP007,Hassan Al Tayer,HT,Operator
ALT008356,2026-05-24T09:41:01,medium,closed,School Bus,DRV11087,Nasser Al Qassimi,NQ,School Transport Services,Mobile Phone Usage,Al Rashidiya,yes,12,10.4,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT000929,2026-05-24T09:40:32,medium,closed,Public Bus,DRV10177,Bilal Al Zaabi,BZ,Emirates Transport,Route Deviation,Silicon Oasis,no,12,12.3,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT007188,2026-05-24T09:40:03,high,escalated,Taxi,DRV11116,Faisal Al Falasi,FF,Citi Taxi,Red Light Violation,Jebel Ali,no,4,54.1,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT005112,2026-05-24T09:37:55,medium,closed,Limousine & E-Hail,DRV11571,Mahmoud Al Tayer,MT,Yango Premium,Speeding (>20 km/h over),Business Bay,no,12,33.7,Traffic Operations B,OP008,Faisal Al Marri,FM,Junior Operator
ALT000281,2026-05-24T09:37:33,medium,closed,Taxi,DRV10244,Omar Al Hammadi,OH,Cars Taxi,Speeding (>20 km/h over),Al Rashidiya,no,12,22.4,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT003919,2026-05-24T09:37:26,low,in_progress,Limousine & E-Hail,DRV11121,Omar Al Tayer,OT,Careem,Excessive Idling,Downtown Dubai,yes,24,10.5,Smart Enforcement,OP020,Ayman Al Maktoum,AM,Junior Operator
ALT007402,2026-05-24T09:37:13,low,closed,Taxi,DRV10752,Hassan Al Maktoum,HM,National Taxi,Unauthorized Pickup,Al Qusais,no,24,54.2,Marine Patrol,OP011,Sultan Al Awadhi,SA,Operator
ALT002894,2026-05-24T09:37:03,medium,closed,Hourly Rental,DRV10458,Saeed Al Qassimi,SQ,Al Naboodah Transport,Unsafe Distance,Downtown Dubai,yes,12,6.7,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT002950,2026-05-24T09:35:54,low,closed,Public Bus,DRV11630,Omar Al Marri,OM,Emirates Transport,Tampered Meter,Business Bay,yes,24,15.0,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT002727,2026-05-24T09:35:44,low,in_progress,Taxi,DRV10556,Bilal Al Qassimi,BQ,Cars Taxi,Failure to Yield,Downtown Dubai,yes,24,6.7,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT004360,2026-05-24T09:35:31,medium,escalated,Limousine & E-Hail,DRV10656,Bilal Al Mansouri,BM,Uber Fleet,Unauthorized Stop,Al Qusais,no,12,46.5,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT006218,2026-05-24T09:35:17,medium,closed,Limousine & E-Hail,DRV10888,Ayman Al Mazrouei,AM,Hala Rides,Unauthorized Pickup,Deira,yes,12,6.4,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT004652,2026-05-24T09:34:51,low,closed,Taxi,DRV11277,Saeed Al Tayer,ST,Citi Taxi,Failure to Yield,Silicon Oasis,no,24,39.5,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT002839,2026-05-24T09:31:58,low,escalated,Limousine & E-Hail,DRV11065,Marwan Al Qassimi,MQ,Yango Premium,Red Light Violation,Jumeirah,no,24,76.2,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT006947,2026-05-24T09:31:36,medium,in_progress,Limousine & E-Hail,DRV10942,Rashid Al Qassimi,RQ,Uber Fleet,Unauthorized Stop,JBR,yes,12,8.6,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT000501,2026-05-24T09:29:42,medium,closed,Limousine & E-Hail,DRV10391,Nasser Al Tayer,NT,Hala Rides,Reckless Lane Change,Deira,no,12,35.5,Traffic Operations B,OP008,Faisal Al Marri,FM,Junior Operator
ALT003938,2026-05-24T09:29:35,medium,closed,Taxi,DRV10871,Tariq Al Suwaidi,TS,Dubai Taxi Corporation,Unauthorized Stop,Jebel Ali,no,12,18.0,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT005242,2026-05-24T09:29:34,low,new,Taxi,DRV10169,Adel Al Awadhi,AA,Arabia Taxi,Unauthorized Pickup,Business Bay,yes,24,2.4,Public Transit Unit,OP016,Mansour Al Zaabi,MZ,Junior Operator
ALT003160,2026-05-24T09:29:12,high,fined,Public Bus,DRV11429,Marwan Al Maktoum,MM,Emirates Transport,Unsafe Distance,Downtown Dubai,no,4,21.2,Smart Enforcement,OP020,Ayman Al Maktoum,AM,Junior Operator
ALT000190,2026-05-24T09:29:09,low,closed,Hourly Rental,DRV10916,Nasser Al Hashimi,NH,Careem,Reckless Lane Change,Jebel Ali,no,24,78.9,Traffic Operations A,OP004,Mariam Khan,MK,Junior Operator
ALT001328,2026-05-24T09:28:52,low,in_progress,Public Bus,DRV10967,Adel Al Mansouri,AM,RTA Public Buses,Failure to Yield,Silicon Oasis,yes,24,4.1,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT007511,2026-05-24T09:27:25,low,closed,Taxi,DRV12327,Hamad Al Owais,HO,Metro Taxi,Unauthorized Stop,Jebel Ali,no,24,44.1,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT007583,2026-05-24T09:26:45,low,closed,Hourly Rental,DRV10835,Saeed Al Nuaimi,SN,Hala Rides,Unsafe Distance,Silicon Oasis,no,24,44.6,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT006851,2026-05-24T09:26:42,medium,closed,Limousine & E-Hail,DRV11647,Karim Al Maktoum,KM,Uber Fleet,Red Light Violation,Mirdif,no,12,16.6,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT008402,2026-05-24T09:25:58,low,in_progress,Hourly Rental,DRV11002,Saeed Al Mansouri,SM,Al Naboodah Transport,Route Deviation,Downtown Dubai,yes,24,0.6,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT002833,2026-05-24T09:25:46,medium,escalated,Marine,DRV12027,Nasser Al Falasi,NF,Dubai Marine Transport,Unauthorized Pickup,Al Qusais,no,12,70.4,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT000319,2026-05-24T09:25:36,medium,fined,Taxi,DRV12477,Omar Al Naqbi,ON,Metro Taxi,Lane Discipline,JBR,no,12,19.8,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
